sig3,eps1,sig1,eps3
20,0.0032003,104.727,-0.0007349
20,0.0033713,106.182,-0.0007449
20,0.0034284,108,-0.0007648
20,0.0035994,109.455,-0.0008021
20,0.0037135,110.909,-0.0008604
20,0.0038275,111.636,-0.0008758
20,0.0039416,113.636,-0.0008843
20,0.0039986,115.091,-0.0009341
20,0.0041696,116.545,-0.0009441
20,0.0042267,118.545,-0.000974
20,0.0045118,120,-0.0009953
20,0.0047969,121.82,-0.0010763
20,0.0048539,123.82,-0.0013043
20,0.005139,125.82,-0.0013043
20,0.0053671,127.45,-0.0014184
20,0.0055381,128.55,-0.0015324
20,0.0057092,130,-0.0016465
20,0.0058803,131.27,-0.0018746
20,0.0061083,133.09,-0.0020456
20,0.0062224,133.64,-0.0021026
20,0.0064505,135.09,-0.0023307
20,0.0067356,136.91,-0.0025018
20,0.0071347,138.73,-0.0026158
20,0.0074768,140.18,-0.0026728
20,0.007819,141.45,-0.0027299
20,0.008047,142.36,-0.003015
20,0.0083892,143.82,-0.003129
20,0.0087313,144.91,-0.003186
20,0.0091304,146,-0.0035282
20,0.0095866,147.27,-0.0036422
20,0.0099857,148,-0.0038703
20,0.010613,149.09,-0.0041554
20,0.01124,149.82,-0.0043264
20,0.01181,150.18,-0.0046115
20,0.012381,150.55,-0.0048396
20,0.012951,150.73,-0.0052266
20,0.013635,150.18,-0.0054669
20,0.014205,149.82,-0.0057246
20,0.014661,149.27,-0.005923
20,0.015175,148.91,-0.0062081
20,0.015517,148.55,-0.0066073
20,0.015916,148,-0.0070064
20,0.016258,147.45,-0.0072345
20,0.016486,146.73,-0.0076907
20,0.016771,146.36,-0.0080328
20,0.017284,145.09,-0.0082038
20,0.017627,143.82,-0.008489
20,0.018083,142.55,-0.0089451
20,0.018539,141.27,-0.0092302
20,0.018824,140.18,-0.0096294
20,0.019109,138.55,-0.0099715
20,0.019337,137.27,-0.0104277
20,0.019565,136.18,-0.0107698
20,0.01985,134.91,-0.0111119
20,0.020021,133.82,-0.011397
20,0.020249,132.73,-0.0117391
20,0.020364,131.64,-0.0120813
20,0.020535,130.36,-0.0123093
20,0.020763,129.09,-0.0127085
20,0.021105,127.82,-0.0130506
20,0.02139,126.55,-0.0133357
20,0.021732,125.27,-0.0137919
20,0.022131,124.36,-0.014077
20,0.022644,123.45,-0.0146472
20,0.023215,122.55,-0.0151604
20,0.023785,122.18,-0.0156736
20,0.024355,121.82,-0.0161297
20,0.024811,121.64,-0.0165289
20,0.025324,121.27,-0.016928
20,0.025837,121.27,-0.0173842
20,0.026408,121.09,-0.0177833
20,0.026978,121.09,-0.0181825
20,0.027548,121.09,-0.0186957
20,0.028118,121.27,-0.0190378
20,0.028574,121.45,-0.0193799
20,0.028917,121.45,-0.019665
20,0.029316,121.45,-0.0201212
20,0.029829,121.45,-0.0204248
25,-7.88E-06,26.97927,-0.0000577
25,1.20E-05,26.39176,-0.0000776
25,0.0000555,28.65229,-0.0000776
